# step energy mass x-momentum y-momentum z-momentum 
2125 9.0693554e+06 5.7777215e+01 1.6691455e+04 1.5113795e+03 0.0000000e+00
2126 9.0830374e+06 5.7671532e+01 1.6737633e+04 1.5221698e+03 0.0000000e+00
2127 9.0916914e+06 5.7542718e+01 1.6740645e+04 1.5209971e+03 0.0000000e+00
2128 9.1272694e+06 5.7517014e+01 1.6767014e+04 1.5153984e+03 0.0000000e+00
2129 9.1651519e+06 5.7481150e+01 1.6805812e+04 1.5217201e+03 0.0000000e+00
2130 9.1595711e+06 5.7296674e+01 1.6786361e+04 1.5130700e+03 0.0000000e+00
2131 9.1283985e+06 5.7038711e+01 1.6768634e+04 1.5052911e+03 0.0000000e+00
2132 9.1186496e+06 5.6884396e+01 1.6765206e+04 1.5021741e+03 0.0000000e+00
2133 9.1240753e+06 5.6787805e+01 1.6806889e+04 1.5061670e+03 0.0000000e+00
2134 9.0937655e+06 5.6632488e+01 1.6818023e+04 1.5080023e+03 0.0000000e+00
2135 9.1056463e+06 5.6706767e+01 1.6786898e+04 1.5223341e+03 0.0000000e+00
2136 9.1419724e+06 5.6838321e+01 1.6821984e+04 1.5331936e+03 0.0000000e+00
2137 9.1337104e+06 5.6822975e+01 1.6737640e+04 1.5410355e+03 0.0000000e+00
2138 9.1314765e+06 5.6806183e+01 1.6722858e+04 1.5425279e+03 0.0000000e+00
2139 9.1451401e+06 5.6890262e+01 1.6757385e+04 1.5505252e+03 0.0000000e+00
2140 9.1670429e+06 5.7061586e+01 1.6773961e+04 1.5588257e+03 0.0000000e+00
2141 9.1960718e+06 5.7210058e+01 1.6776938e+04 1.5609801e+03 0.0000000e+00
2142 9.1616444e+06 5.7146386e+01 1.6749911e+04 1.5396431e+03 0.0000000e+00
2143 9.1613626e+06 5.7113290e+01 1.6698555e+04 1.5148511e+03 0.0000000e+00
2144 9.1106437e+06 5.6942523e+01 1.6621394e+04 1.5039327e+03 0.0000000e+00
2145 9.0710851e+06 5.6758277e+01 1.6553603e+04 1.4966951e+03 0.0000000e+00
2146 9.0268079e+06 5.6642604e+01 1.6523126e+04 1.4938407e+03 0.0000000e+00
2147 9.0795352e+06 5.6840670e+01 1.6556641e+04 1.5021188e+03 0.0000000e+00
2148 9.1082710e+06 5.6944053e+01 1.6581664e+04 1.5138785e+03 0.0000000e+00
2149 9.1472658e+06 5.7045242e+01 1.6647785e+04 1.5175467e+03 0.0000000e+00
2150 9.1570643e+06 5.7076546e+01 1.6745639e+04 1.5284848e+03 0.0000000e+00
2151 9.1654750e+06 5.7114695e+01 1.6797144e+04 1.5370195e+03 0.0000000e+00
2152 9.1764155e+06 5.7133215e+01 1.6854957e+04 1.5379818e+03 0.0000000e+00
2153 9.1250521e+06 5.6999750e+01 1.6826981e+04 1.5416734e+03 0.0000000e+00
2154 9.0870598e+06 5.6837872e+01 1.6813591e+04 1.5452891e+03 0.0000000e+00
2155 9.0472411e+06 5.6719283e+01 1.6782840e+04 1.5577590e+03 0.0000000e+00
2156 9.0478875e+06 5.6779657e+01 1.6714588e+04 1.5716728e+03 0.0000000e+00
2157 9.0593913e+06 5.6794109e+01 1.6686949e+04 1.5845502e+03 0.0000000e+00
2158 9.0676180e+06 5.6860729e+01 1.6677506e+04 1.5882277e+03 0.0000000e+00
2159 9.0490508e+06 5.6780271e+01 1.6635207e+04 1.5910833e+03 0.0000000e+00
2160 9.0526586e+06 5.6718869e+01 1.6623156e+04 1.5807280e+03 0.0000000e+00
2161 9.0077337e+06 5.6490765e+01 1.6530939e+04 1.5748947e+03 0.0000000e+00
2162 9.0050402e+06 5.6358641e+01 1.6480387e+04 1.5753939e+03 0.0000000e+00
2163 9.0229933e+06 5.6326677e+01 1.6437670e+04 1.5774007e+03 0.0000000e+00
2164 9.0465455e+06 5.6289142e+01 1.6440428e+04 1.5738575e+03 0.0000000e+00
2165 9.0667554e+06 5.6251206e+01 1.6483084e+04 1.5688022e+03 0.0000000e+00
2166 9.1336827e+06 5.6314303e+01 1.6617213e+04 1.5630474e+03 0.0000000e+00
2167 9.1752435e+06 5.6320185e+01 1.6719004e+04 1.5650572e+03 0.0000000e+00
2168 9.1589874e+06 5.6181239e+01 1.6725154e+04 1.5613075e+03 0.0000000e+00
2169 9.1843320e+06 5.6185308e+01 1.6755898e+04 1.5539216e+03 0.0000000e+00
2170 9.1647897e+06 5.6024458e+01 1.6752294e+04 1.5501222e+03 0.0000000e+00
2171 9.1551159e+06 5.5940666e+01 1.6763356e+04 1.5397956e+03 0.0000000e+00
2172 9.1938731e+06 5.5970276e+01 1.6878250e+04 1.5196753e+03 0.0000000e+00
2173 9.2199820e+06 5.5943148e+01 1.6923025e+04 1.5099225e+03 0.0000000e+00
2174 9.2063180e+06 5.5876307e+01 1.6886671e+04 1.5090856e+03 0.0000000e+00
2175 9.1563834e+06 5.5616613e+01 1.6790428e+04 1.5042053e+03 0.0000000e+00
2176 9.1817327e+06 5.5637746e+01 1.6790142e+04 1.5048207e+03 0.0000000e+00
2177 9.2084474e+06 5.5604326e+01 1.6841975e+04 1.5169096e+03 0.0000000e+00
2178 9.2286941e+06 5.5620194e+01 1.6876873e+04 1.5259123e+03 0.0000000e+00
2179 9.2707519e+06 5.5692774e+01 1.6895056e+04 1.5458012e+03 0.0000000e+00
2180 9.3079403e+06 5.5732186e+01 1.6913711e+04 1.5607395e+03 0.0000000e+00
2181 9.3281951e+06 5.5812481e+01 1.6959883e+04 1.5752454e+03 0.0000000e+00
2182 9.3425515e+06 5.5827134e+01 1.6959985e+04 1.5769557e+03 0.0000000e+00
2183 9.3686879e+06 5.5880362e+01 1.6986630e+04 1.5857204e+03 0.0000000e+00
2184 9.3202102e+06 5.5684315e+01 1.6949313e+04 1.6002003e+03 0.0000000e+00
2185 9.2538964e+06 5.5453911e+01 1.6838620e+04 1.6061262e+03 0.0000000e+00
2186 9.2173989e+06 5.5377180e+01 1.6766551e+04 1.6049913e+03 0.0000000e+00
2187 9.1269448e+06 5.5110466e+01 1.6628116e+04 1.6124523e+03 0.0000000e+00
2188 9.1001410e+06 5.5096694e+01 1.6596854e+04 1.6049661e+03 0.0000000e+00
2189 9.1052680e+06 5.5193777e+01 1.6628023e+04 1.6038605e+03 0.0000000e+00
2190 9.0877944e+06 5.5256111e+01 1.6561119e+04 1.6063998e+03 0.0000000e+00
2191 9.0667462e+06 5.5237921e+01 1.6528719e+04 1.6032841e+03 0.0000000e+00
2192 9.0100485e+06 5.5099077e+01 1.6587792e+04 1.5871963e+03 0.0000000e+00
2193 8.9610098e+06 5.5044063e+01 1.6519753e+04 1.5676996e+03 0.0000000e+00
2194 8.9244087e+06 5.5065810e+01 1.6424998e+04 1.5582642e+03 0.0000000e+00
2195 8.9802751e+06 5.5307459e+01 1.6428420e+04 1.5594207e+03 0.0000000e+00
2196 8.9958112e+06 5.5362657e+01 1.6477147e+04 1.5603741e+03 0.0000000e+00
2197 9.0155052e+06 5.5372677e+01 1.6555880e+04 1.5594308e+03 0.0000000e+00
2198 9.0161915e+06 5.5235302e+01 1.6577835e+04 1.5481345e+03 0.0000000e+00
2199 8.9930728e+06 5.4971421e+01 1.6514932e+04 1.5458292e+03 0.0000000e+00
2200 8.9586494e+06 5.4643610e+01 1.6524883e+04 1.5454698e+03 0.0000000e+00
2201 8.9488728e+06 5.4410132e+01 1.6483749e+04 1.5384313e+03 0.0000000e+00
2202 8.9634811e+06 5.4269047e+01 1.6484793e+04 1.5247508e+03 0.0000000e+00
2203 8.9855802e+06 5.4173056e+01 1.6479881e+04 1.5236843e+03 0.0000000e+00
2204 9.0365145e+06 5.4237855e+01 1.6521973e+04 1.5193106e+03 0.0000000e+00
2205 9.0046748e+06 5.3995030e+01 1.6454693e+04 1.5224002e+03 0.0000000e+00
2206 9.0187485e+06 5.3922162e+01 1.6477304e+04 1.5351979e+03 0.0000000e+00
2207 9.0221600e+06 5.3840038e+01 1.6567015e+04 1.5308449e+03 0.0000000e+00
2208 9.0311210e+06 5.3873325e+01 1.6587824e+04 1.5396291e+03 0.0000000e+00
2209 9.1076881e+06 5.4157021e+01 1.6649696e+04 1.5429164e+03 0.0000000e+00
2210 9.1236161e+06 5.4171253e+01 1.6617206e+04 1.5522375e+03 0.0000000e+00
2211 9.0859058e+06 5.4004391e+01 1.6536293e+04 1.5651286e+03 0.0000000e+00
2212 9.0637257e+06 5.3909144e+01 1.6527784e+04 1.5738552e+03 0.0000000e+00
2213 9.0437745e+06 5.3832396e+01 1.6499133e+04 1.5783808e+03 0.0000000e+00
2214 9.0676996e+06 5.3954039e+01 1.6488875e+04 1.5801972e+03 0.0000000e+00
2215 9.0725868e+06 5.3996392e+01 1.6472581e+04 1.5744310e+03 0.0000000e+00
2216 9.0728460e+06 5.3958959e+01 1.6502080e+04 1.5682546e+03 0.0000000e+00
2217 9.0320312e+06 5.3812279e+01 1.6410056e+04 1.5645319e+03 0.0000000e+00
2218 8.9817305e+06 5.3724743e+01 1.6367137e+04 1.5805815e+03 0.0000000e+00
2219 9.0023647e+06 5.3855996e+01 1.6398213e+04 1.5924170e+03 0.0000000e+00
2220 9.0288896e+06 5.4094045e+01 1.6425155e+04 1.6117200e+03 0.0000000e+00
2221 9.0530363e+06 5.4292804e+01 1.6461784e+04 1.6221715e+03 0.0000000e+00
2222 9.0427263e+06 5.4350446e+01 1.6493741e+04 1.6241116e+03 0.0000000e+00
2223 9.0520562e+06 5.4487627e+01 1.6549994e+04 1.6168601e+03 0.0000000e+00
2224 9.0851608e+06 5.4651994e+01 1.6621485e+04 1.6129064e+03 0.0000000e+00
2225 9.1052397e+06 5.4774393e+01 1.6713796e+04 1.6110011e+03 0.0000000e+00
2226 9.1044583e+06 5.4784750e+01 1.6735168e+04 1.6073080e+03 0.0000000e+00
2227 9.0764876e+06 5.4753897e+01 1.6745455e+04 1.6084562e+03 0.0000000e+00
2228 9.0394833e+06 5.4630520e+01 1.6706339e+04 1.6105293e+03 0.0000000e+00
2229 9.0435863e+06 5.4678670e+01 1.6669042e+04 1.6136239e+03 0.0000000e+00
2230 8.9940346e+06 5.4501648e+01 1.6636776e+04 1.6102077e+03 0.0000000e+00
2231 8.9220151e+06 5.4292119e+01 1.6458513e+04 1.6043786e+03 0.0000000e+00
2232 8.9148015e+06 5.4176608e+01 1.6377665e+04 1.5944539e+03 0.0000000e+00
2233 8.8916558e+06 5.4001300e+01 1.6347093e+04 1.6015069e+03 0.0000000e+00
2234 8.9193026e+06 5.3987671e+01 1.6341378e+04 1.6115078e+03 0.0000000e+00
2235 8.9293559e+06 5.3987769e+01 1.6274831e+04 1.6087715e+03 0.0000000e+00
2236 8.9881675e+06 5.4062803e+01 1.6338582e+04 1.6168155e+03 0.0000000e+00
2237 8.9891052e+06 5.3930589e+01 1.6387267e+04 1.6231953e+03 0.0000000e+00
2238 8.9929646e+06 5.3886730e+01 1.6430643e+04 1.6318030e+03 0.0000000e+00
2239 8.9908668e+06 5.3761352e+01 1.6468573e+04 1.6206235e+03 0.0000000e+00
2240 8.9897466e+06 5.3695337e+01 1.6499667e+04 1.6094810e+03 0.0000000e+00
2241 8.9864280e+06 5.3586819e+01 1.6518887e+04 1.6059085e+03 0.0000000e+00
2242 8.9896718e+06 5.3509235e+01 1.6604608e+04 1.5947318e+03 0.0000000e+00
2243 9.0250284e+06 5.3541490e+01 1.6720741e+04 1.5719383e+03 0.0000000e+00
2244 9.0179696e+06 5.3488055e+01 1.6741474e+04 1.5540156e+03 0.0000000e+00
2245 9.0249430e+06 5.3456136e+01 1.6687113e+04 1.5439245e+03 0.0000000e+00
2246 8.9988342e+06 5.3325321e+01 1.6656889e+04 1.5436935e+03 0.0000000e+00
2247 9.0315520e+06 5.3401488e+01 1.6685188e+04 1.5524340e+03 0.0000000e+00
2248 9.0522219e+06 5.3447117e+01 1.6697456e+04 1.5578748e+03 0.0000000e+00
2249 9.0865548e+06 5.3451812e+01 1.6722947e+04 1.5546702e+03 0.0000000e+00
2250 9.0958445e+06 5.3420322e+01 1.6670153e+04 1.5552448e+03 0.0000000e+00
2251 9.1433272e+06 5.3524673e+01 1.6685072e+04 1.5605814e+03 0.0000000e+00
2252 9.2186527e+06 5.3688127e+01 1.6732691e+04 1.5869290e+03 0.0000000e+00
2253 9.2314024e+06 5.3698662e+01 1.6794860e+04 1.6114154e+03 0.0000000e+00
2254 9.1699877e+06 5.3466756e+01 1.6716805e+04 1.6291509e+03 0.0000000e+00
2255 9.1205656e+06 5.3327692e+01 1.6616790e+04 1.6486290e+03 0.0000000e+00
2256 9.0495751e+06 5.3116407e+01 1.6483912e+04 1.6574554e+03 0.0000000e+00
2257 9.0045083e+06 5.3040380e+01 1.6389831e+04 1.6649752e+03 0.0000000e+00
2258 8.9430902e+06 5.2854016e+01 1.6315107e+04 1.6734160e+03 0.0000000e+00
2259 8.9330639e+06 5.2947374e+01 1.6345129e+04 1.6749892e+03 0.0000000e+00
2260 8.9217847e+06 5.3081976e+01 1.6346337e+04 1.6715098e+03 0.0000000e+00
2261 8.8898846e+06 5.3123687e+01 1.6336559e+04 1.6544056e+03 0.0000000e+00
2262 8.8586045e+06 5.3127517e+01 1.6392710e+04 1.6385098e+03 0.0000000e+00
2263 8.8494909e+06 5.3246578e+01 1.6375325e+04 1.6163374e+03 0.0000000e+00
2264 8.8537684e+06 5.3473179e+01 1.6307033e+04 1.6057159e+03 0.0000000e+00
2265 8.8969747e+06 5.3681658e+01 1.6350910e+04 1.6015914e+03 0.0000000e+00
2266 8.9187671e+06 5.3784563e+01 1.6372890e+04 1.5972043e+03 0.0000000e+00
2267 8.8717832e+06 5.3589018e+01 1.6350378e+04 1.5864049e+03 0.0000000e+00
2268 8.8277571e+06 5.3318959e+01 1.6304586e+04 1.5896103e+03 0.0000000e+00
2269 8.7941833e+06 5.3044529e+01 1.6300180e+04 1.5862980e+03 0.0000000e+00
2270 8.7547505e+06 5.2786788e+01 1.6268497e+04 1.5751998e+03 0.0000000e+00
2271 8.7884680e+06 5.2716132e+01 1.6311632e+04 1.5742463e+03 0.0000000e+00
2272 8.8285643e+06 5.2746390e+01 1.6320315e+04 1.5796143e+03 0.0000000e+00
2273 8.8610041e+06 5.2686048e+01 1.6346161e+04 1.5879167e+03 0.0000000e+00
2274 8.8864687e+06 5.2678876e+01 1.6345692e+04 1.5910086e+03 0.0000000e+00
2275 8.8768658e+06 5.2579115e+01 1.6368642e+04 1.5922286e+03 0.0000000e+00
2276 8.8877583e+06 5.2488454e+01 1.6352246e+04 1.5869456e+03 0.0000000e+00
2277 8.8857320e+06 5.2419654e+01 1.6333136e+04 1.5853812e+03 0.0000000e+00
2278 8.9354153e+06 5.2608100e+01 1.6341147e+04 1.5835866e+03 0.0000000e+00
2279 8.9520819e+06 5.2636155e+01 1.6337027e+04 1.5898354e+03 0.0000000e+00
2280 8.9531621e+06 5.2604220e+01 1.6377261e+04 1.5936105e+03 0.0000000e+00
2281 8.9669461e+06 5.2658240e+01 1.6405363e+04 1.5969526e+03 0.0000000e+00
2282 8.9726164e+06 5.2740165e+01 1.6371267e+04 1.6107959e+03 0.0000000e+00
2283 8.9230195e+06 5.2684959e+01 1.6275531e+04 1.6179225e+03 0.0000000e+00
2284 8.9002180e+06 5.2645638e+01 1.6257238e+04 1.6213769e+03 0.0000000e+00
2285 8.8451925e+06 5.2560390e+01 1.6252339e+04 1.6123379e+03 0.0000000e+00
2286 8.8313723e+06 5.2618565e+01 1.6277582e+04 1.6108634e+03 0.0000000e+00
2287 8.8522404e+06 5.2876023e+01 1.6270171e+04 1.6277704e+03 0.0000000e+00
2288 8.9023304e+06 5.3221800e+01 1.6325950e+04 1.6427162e+03 0.0000000e+00
2289 8.8498802e+06 5.3150350e+01 1.6282545e+04 1.6520325e+03 0.0000000e+00
2290 8.8310486e+06 5.3181668e+01 1.6303797e+04 1.6613179e+03 0.0000000e+00
2291 8.8247233e+06 5.3313754e+01 1.6251801e+04 1.6684282e+03 0.0000000e+00
2292 8.8139450e+06 5.3393714e+01 1.6241955e+04 1.6744837e+03 0.0000000e+00
2293 8.7936038e+06 5.3346871e+01 1.6260009e+04 1.6668502e+03 0.0000000e+00
2294 8.7701562e+06 5.3291385e+01 1.6263816e+04 1.6498907e+03 0.0000000e+00
2295 8.8003503e+06 5.3385426e+01 1.6347052e+04 1.6358597e+03 0.0000000e+00
2296 8.8502752e+06 5.3486594e+01 1.6457941e+04 1.6326100e+03 0.0000000e+00
2297 8.8167536e+06 5.3349251e+01 1.6405021e+04 1.6225947e+03 0.0000000e+00
2298 8.7952574e+06 5.3197129e+01 1.6370194e+04 1.6193646e+03 0.0000000e+00
2299 8.7806460e+06 5.3095258e+01 1.6302349e+04 1.6148633e+03 0.0000000e+00
2300 8.7309171e+06 5.2919676e+01 1.6194574e+04 1.6142907e+03 0.0000000e+00
2301 8.7315880e+06 5.2916933e+01 1.6136178e+04 1.6312764e+03 0.0000000e+00
2302 8.7706432e+06 5.3040024e+01 1.6176452e+04 1.6378994e+03 0.0000000e+00
2303 8.7852150e+06 5.3050984e+01 1.6142785e+04 1.6414101e+03 0.0000000e+00
2304 8.7980153e+06 5.3000292e+01 1.6130887e+04 1.6435710e+03 0.0000000e+00
2305 8.8233070e+06 5.2972215e+01 1.6256663e+04 1.6437250e+03 0.0000000e+00
2306 8.8226781e+06 5.2896624e+01 1.6314248e+04 1.6458427e+03 0.0000000e+00
2307 8.8140425e+06 5.2859338e+01 1.6336989e+04 1.6434467e+03 0.0000000e+00
2308 8.8083023e+06 5.2791323e+01 1.6352703e+04 1.6491275e+03 0.0000000e+00
2309 8.7890896e+06 5.2762352e+01 1.6327296e+04 1.6404063e+03 0.0000000e+00
2310 8.7778717e+06 5.2688011e+01 1.6356984e+04 1.6199648e+03 0.0000000e+00
2311 8.7511997e+06 5.2591551e+01 1.6375508e+04 1.5941204e+03 0.0000000e+00
2312 8.7616772e+06 5.2586494e+01 1.6413997e+04 1.5857883e+03 0.0000000e+00
2313 8.7696716e+06 5.2667665e+01 1.6408374e+04 1.5877560e+03 0.0000000e+00
2314 8.7459696e+06 5.2592691e+01 1.6381004e+04 1.5962465e+03 0.0000000e+00
2315 8.7516299e+06 5.2620324e+01 1.6374372e+04 1.5913082e+03 0.0000000e+00
2316 8.8033315e+06 5.2890909e+01 1.6339548e+04 1.5963055e+03 0.0000000e+00
2317 8.8478972e+06 5.3080173e+01 1.6349297e+04 1.6084056e+03 0.0000000e+00
2318 8.8920125e+06 5.3202756e+01 1.6453437e+04 1.6093224e+03 0.0000000e+00
2319 8.9670360e+06 5.3114428e+01 1.6500809e+04 1.7208283e+03 0.0000000e+00
2320 8.8559671e+06 5.2927949e+01 1.6470166e+04 1.6617407e+03 0.0000000e+00
2321 8.8341921e+06 5.2856885e+01 1.6422452e+04 1.6637945e+03 0.0000000e+00
2322 8.7950108e+06 5.2716708e+01 1.6292874e+04 1.6631809e+03 0.0000000e+00
2323 8.7748461e+06 5.2582199e+01 1.6215858e+04 1.6632292e+03 0.0000000e+00
2324 8.7423750e+06 5.2433989e+01 1.6158425e+04 1.6704362e+03 0.0000000e+00
2325 8.7861569e+06 5.2600541e+01 1.6163494e+04 1.6789509e+03 0.0000000e+00
2326 8.8088406e+06 5.2732855e+01 1.6246966e+04 1.6861542e+03 0.0000000e+00
2327 8.7571854e+06 5.2616279e+01 1.6196947e+04 1.6802555e+03 0.0000000e+00
2328 8.7086330e+06 5.2503437e+01 1.6156588e+04 1.6722455e+03 0.0000000e+00
2329 8.6912340e+06 5.2463124e+01 1.6176333e+04 1.6625672e+03 0.0000000e+00
2330 8.6838526e+06 5.2620448e+01 1.6059351e+04 1.6559196e+03 0.0000000e+00
2331 8.7289172e+06 5.2793783e+01 1.6078733e+04 1.6555155e+03 0.0000000e+00
2332 8.7559618e+06 5.2916733e+01 1.6128039e+04 1.6554590e+03 0.0000000e+00
2333 8.7120719e+06 5.2772306e+01 1.6075268e+04 1.6491744e+03 0.0000000e+00
2334 8.5715467e+06 5.2267682e+01 1.5929163e+04 1.6333975e+03 0.0000000e+00
2335 8.4815161e+06 5.1908170e+01 1.5899795e+04 1.6300012e+03 0.0000000e+00
2336 8.4182201e+06 5.1731899e+01 1.5816602e+04 1.6245058e+03 0.0000000e+00
2337 8.4280191e+06 5.1820439e+01 1.5812577e+04 1.6125158e+03 0.0000000e+00
2338 8.4488617e+06 5.1876508e+01 1.5912061e+04 1.6059339e+03 0.0000000e+00
2339 8.4803173e+06 5.1994374e+01 1.5956185e+04 1.6010298e+03 0.0000000e+00
2340 8.4974880e+06 5.2048371e+01 1.6003097e+04 1.5972239e+03 0.0000000e+00
2341 8.5249977e+06 5.2065190e+01 1.6060592e+04 1.5959943e+03 0.0000000e+00
2342 8.5064528e+06 5.2002012e+01 1.6031186e+04 1.5927662e+03 0.0000000e+00
2343 8.5161651e+06 5.2022991e+01 1.5987380e+04 1.5978005e+03 0.0000000e+00
2344 8.5701227e+06 5.2161313e+01 1.5989306e+04 1.6095724e+03 0.0000000e+00
2345 8.5957553e+06 5.2185358e+01 1.5987337e+04 1.6169757e+03 0.0000000e+00
2346 8.5668438e+06 5.2011483e+01 1.5922572e+04 1.6235234e+03 0.0000000e+00
2347 8.5802870e+06 5.2027177e+01 1.5809618e+04 1.6346536e+03 0.0000000e+00
2348 8.5576099e+06 5.1971492e+01 1.5764637e+04 1.6454374e+03 0.0000000e+00
2349 8.6086176e+06 5.2080690e+01 1.5858955e+04 1.6485296e+03 0.0000000e+00
2350 8.5946308e+06 5.2079679e+01 1.5922159e+04 1.6501589e+03 0.0000000e+00
2351 8.6085114e+06 5.2099275e+01 1.6004051e+04 1.6342894e+03 0.0000000e+00
2352 8.5816828e+06 5.2171430e+01 1.5936862e+04 1.6223195e+03 0.0000000e+00
2353 8.5995787e+06 5.2353264e+01 1.5952633e+04 1.6144212e+03 0.0000000e+00
2354 8.5965319e+06 5.2484553e+01 1.5973634e+04 1.6202277e+03 0.0000000e+00
2355 8.5862624e+06 5.2538354e+01 1.5975862e+04 1.6371002e+03 0.0000000e+00
2356 8.5216481e+06 5.2429110e+01 1.5938418e+04 1.6550046e+03 0.0000000e+00
2357 8.5137586e+06 5.2569271e+01 1.5873813e+04 1.6622410e+03 0.0000000e+00
2358 8.4866539e+06 5.2623062e+01 1.5848865e+04 1.6690846e+03 0.0000000e+00
2359 8.4557105e+06 5.2569805e+01 1.5778858e+04 1.6697581e+03 0.0000000e+00
2360 8.4575194e+06 5.2652355e+01 1.5844815e+04 1.6721745e+03 0.0000000e+00
2361 8.4663789e+06 5.2666060e+01 1.5942367e+04 1.6736968e+03 0.0000000e+00
2362 8.4273862e+06 5.2552022e+01 1.5901043e+04 1.6731926e+03 0.0000000e+00
2363 8.4060169e+06 5.2429436e+01 1.5909586e+04 1.6579994e+03 0.0000000e+00
2364 8.3987223e+06 5.2379086e+01 1.5853163e+04 1.6512713e+03 0.0000000e+00
2365 8.4148091e+06 5.2361954e+01 1.5872140e+04 1.6521834e+03 0.0000000e+00
2366 8.3810966e+06 5.2221377e+01 1.5833130e+04 1.6550300e+03 0.0000000e+00
2367 8.4077208e+06 5.2258388e+01 1.5867580e+04 1.6523957e+03 0.0000000e+00
2368 8.4366415e+06 5.2274141e+01 1.5860516e+04 1.6458880e+03 0.0000000e+00
2369 8.4760531e+06 5.2308277e+01 1.5825981e+04 1.6423607e+03 0.0000000e+00
2370 8.4929615e+06 5.2255942e+01 1.5876831e+04 1.6398589e+03 0.0000000e+00
2371 8.4906666e+06 5.2136289e+01 1.5884715e+04 1.6390176e+03 0.0000000e+00
2372 8.5005348e+06 5.2098229e+01 1.5958947e+04 1.6421610e+03 0.0000000e+00
2373 8.5237315e+06 5.2155793e+01 1.6032258e+04 1.6385600e+03 0.0000000e+00
2374 8.5331948e+06 5.2192953e+01 1.6031702e+04 1.6396910e+03 0.0000000e+00
2375 8.4626206e+06 5.1916269e+01 1.5942749e+04 1.6373742e+03 0.0000000e+00
2376 8.4407953e+06 5.1870110e+01 1.5874151e+04 1.6315369e+03 0.0000000e+00
2377 8.4105689e+06 5.1747696e+01 1.5853297e+04 1.6262042e+03 0.0000000e+00
2378 8.4314913e+06 5.1818953e+01 1.5860423e+04 1.6275949e+03 0.0000000e+00
2379 8.4341392e+06 5.1871257e+01 1.5836602e+04 1.6295513e+03 0.0000000e+00
2380 8.4309750e+06 5.1864317e+01 1.5826464e+04 1.6308434e+03 0.0000000e+00
2381 8.4014864e+06 5.1829062e+01 1.5810445e+04 1.6250747e+03 0.0000000e+00
2382 8.4147428e+06 5.1963186e+01 1.5804739e+04 1.6103194e+03 0.0000000e+00
2383 8.4910255e+06 5.2310690e+01 1.5990584e+04 1.5962592e+03 0.0000000e+00
2384 8.5231737e+06 5.2460963e+01 1.6047597e+04 1.6027945e+03 0.0000000e+00
2385 8.4641138e+06 5.2321067e+01 1.5988667e+04 1.6072486e+03 0.0000000e+00
2386 8.4446842e+06 5.2262429e+01 1.6013516e+04 1.6202247e+03 0.0000000e+00
2387 8.3852182e+06 5.2108260e+01 1.5885243e+04 1.6312540e+03 0.0000000e+00
2388 8.3397487e+06 5.1974648e+01 1.5775314e+04 1.6413793e+03 0.0000000e+00
2389 8.3186903e+06 5.1890693e+01 1.5762977e+04 1.6537830e+03 0.0000000e+00
2390 8.3263225e+06 5.1871740e+01 1.5828565e+04 1.6671450e+03 0.0000000e+00
2391 8.3222428e+06 5.1821090e+01 1.5818193e+04 1.6564901e+03 0.0000000e+00
2392 8.2915484e+06 5.1679827e+01 1.5784382e+04 1.6412109e+03 0.0000000e+00
2393 8.3137873e+06 5.1713966e+01 1.5745254e+04 1.6293708e+03 0.0000000e+00
2394 8.3570600e+06 5.1896072e+01 1.5732033e+04 1.6285285e+03 0.0000000e+00
2395 8.3997961e+06 5.2000878e+01 1.5715456e+04 1.6357344e+03 0.0000000e+00
2396 8.3850164e+06 5.1902519e+01 1.5696548e+04 1.6445803e+03 0.0000000e+00
2397 8.3550941e+06 5.1751663e+01 1.5651268e+04 1.6553255e+03 0.0000000e+00
2398 8.2883006e+06 5.1362817e+01 1.5545432e+04 1.6467582e+03 0.0000000e+00
2399 8.2543988e+06 5.1215219e+01 1.5493141e+04 1.6258201e+03 0.0000000e+00
2400 8.2084696e+06 5.1102403e+01 1.5451471e+04 1.6173205e+03 0.0000000e+00
2401 8.2253146e+06 5.1164574e+01 1.5454795e+04 1.6194413e+03 0.0000000e+00
2402 8.2030415e+06 5.1137067e+01 1.5457488e+04 1.6264305e+03 0.0000000e+00
2403 8.1866512e+06 5.1167012e+01 1.5483200e+04 1.6210152e+03 0.0000000e+00
2404 8.1449913e+06 5.1047739e+01 1.5444231e+04 1.6187516e+03 0.0000000e+00
2405 8.0941344e+06 5.0982957e+01 1.5452567e+04 1.6131783e+03 0.0000000e+00
2406 8.0887768e+06 5.1064654e+01 1.5478670e+04 1.6147187e+03 0.0000000e+00
2407 8.1167297e+06 5.1305574e+01 1.5570074e+04 1.6212065e+03 0.0000000e+00
2408 8.1376063e+06 5.1478539e+01 1.5547214e+04 1.6205368e+03 0.0000000e+00
2409 8.1085811e+06 5.1494171e+01 1.5502796e+04 1.6259923e+03 0.0000000e+00
2410 8.1260710e+06 5.1577872e+01 1.5574440e+04 1.6347360e+03 0.0000000e+00
2411 8.1034539e+06 5.1526658e+01 1.5513257e+04 1.6337303e+03 0.0000000e+00
2412 8.0986561e+06 5.1568524e+01 1.5327672e+04 1.6356292e+03 0.0000000e+00
2413 8.0910258e+06 5.1576581e+01 1.5255020e+04 1.6170366e+03 0.0000000e+00
2414 8.1203857e+06 5.1550343e+01 1.5281692e+04 1.6138316e+03 0.0000000e+00
2415 8.1103591e+06 5.1508734e+01 1.5304012e+04 1.6229298e+03 0.0000000e+00
